Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
At the Pythia-Harpy: Man with Minotaur Mask and Woman with Sculptor's Mask (Chez la pythie-harpye. Homme au masque de minotaure et femme au masque de sculpteur) from the Vollard Suite (Suite Vollard),Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),(1881),(1973),(Male),"1934, published 1939",Etching and aquatint,"plate: 9 3/4 x 13 5/8"" (24.8 x 34.6 cm); sheet: 13 x 17 1/2"" (33 x 44.5 cm)",Abby Aldrich Rockefeller Fund,270.1949,Print,Drawings & Prints,1949-03-24,Y,65701,http://www.moma.org/collection/works/65701,http://www.moma.org/media/W1siZiIsIjE1NjMzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9a9646b26702dc9f,,,,24.8,,,34.6,,
Movements of Water (Ebats d'eau) from the portfolio Earth and Water (La Terre et l'eau) from Phenomena (Les Phénomènes),Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(Male),1958,One from a portfolio of eighteen lithographs,"composition: 12 x 15 3/4"" (30.5 x 40 cm); sheet: 25 1/8 x 17 11/16"" (63.8 x 45 cm)",Gift of Mr. and Mrs. Ralph F. Colin,720.1965.17,Print,Drawings & Prints,,Y,84871,http://www.moma.org/collection/works/84871,http://www.moma.org/media/W1siZiIsIjIxMjU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=04f51f75a8719225,,,,30.5,,,40.0,,
"Blow Up Screen, performed in Bloomington, Indiana",Paul Sharits,34459,"(American, 1943–1993)",(American),(1943),(1993),(Male),1966,Two gelatin silver prints,"image (.1): 7 3/4 x 9 13/16"" (19.7 x 25 cm); sheet (.1): 8 x 9 15/16"" (20.3 x 25.3 cm); image (.2): 7 3/4 x 9 13/16"" (19.7 x 25 cm); sheet (.3): 8 x 9 15/16"" (20.3 x 25.3 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,FC4965.1-2,Photograph,Fluxus Collection,2008-10-08,N,187134,,,,,,19.7,,,25.0,,
Horizon,"Peter Stathis, Michael McCoy","41472, 41473","(American, born 1960) (American, born 1944)",(American) (American),(1960) (1944),(0) (0),(Male) (Male),2009,"ABS plastic, PMMA, die-cast zinc, steel and LEDs","18 3/4 x 8 1/4"" (47.6 x 21 cm)",Gift of the manufacturer,924.2012,Design,Architecture & Design,2012-06-07,Y,157101,http://www.moma.org/collection/works/157101,http://www.moma.org/media/W1siZiIsIjI0OTIwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cd0eaad402421c77,,,,47.625095250200005,,,20.9550419101,,
Dorothy Norman,Alfred Stieglitz,5664,"(American, 1864–1946)",(American),(1864),(1946),(Male),1933,Gelatin silver print,"4 3/4 × 3 9/16"" (12.1 × 9.1 cm)
",Bequest of Dorothy Norman,431.1997,Photograph,Photography,1997-10-09,Y,53289,http://www.moma.org/collection/works/53289,http://www.moma.org/media/W1siZiIsIjE2NTY4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4c63240bddb20d26,,,,12.1,,,9.1,,
"Untitled (Study for Untitled, plate 4 of 5, from the illustrated book, and plate 4 of 7, from the portfolio, Metamorfosis)",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),1997,"Photocopy, with hand additions","sheet: 8 1/2 x 11"" (21.6 x 27.9 cm)",Gift of the artist,483.2010,Print,Drawings & Prints,2010-06-09,Y,136115,http://www.moma.org/collection/works/136115,http://www.moma.org/media/W1siZiIsIjMwODIyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7541410bc4e46ea0,,,,21.6,,,27.9,,
SUBURB OF THE LONG SORROW (THE POOR CHURCH) from LA PETITE BANLIEUE,Georges Rouault,5053,"(French, 1871–1958)",(French),(1871),(1958),(Male),1929,,"irreg. composition  11 11/16 x 9 1/16"" (29.7 x 23 cm)
sheet  17 11/16 x 12 1/2"" (44.9 x 31.7 cm)",The Louis E. Stern Collection,1039.1964.6,Illustrated Book,Drawings & Prints,1964-10-06,N,30259,,,,,,29.7,,,23.0,,
Plate (page 133) from LE SATIRICON,Othon Friesz,2012,"(French, 1879–1949)",(French),(1879),(1949),(Male),1948-1949,,"irreg. composition  9 5/16 x 7 11/16"" (23.7 x 19.5 cm)",The Louis E. Stern Collection,946.1964.23,Illustrated Book,Drawings & Prints,1964-10-06,N,29136,,,,,,23.7,,,19.5,,
Les mots en liberté futuristes,Filippo Tommaso Marinetti,3771,"(Italian, 1876–1944)",(Italian),(1876),(1944),(Male),1919,Book with four fold-out plates,"book (closed): 7 9/16 x 4 15/16 x 3/8"" (19.2 x 12.6 x 0.9 cm); page (each): 7 5/8 x 4 13/16"" (19.4 x 12.2 cm)","Acquired through the generosity of Susan Jacoby in honor of her mother, Marjorie L. Goldberger",731.2006,Illustrated Book,Drawings & Prints,2006-11-14,Y,105575,http://www.moma.org/collection/works/105575,http://www.moma.org/media/W1siZiIsIjI1NDY3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2cae360fed5fffeb,,0.9,,19.2,,,12.6,,
Parc de Saint-Cloud,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1906,Albumen silver print,"Approx. 6 1/2 × 8 1/2"" (16.5 × 21.6 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.382,Photograph,Photography,1968-03-06,Y,41929,http://www.moma.org/collection/works/41929,http://www.moma.org/media/W1siZiIsIjMwNDg3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8dee802f59bd45fd,,,,,,,,,
from Greek Mythology,Hagiwara Hideo,2450,"(Japanese, 1913–2007)",(Japanese),(1913),(2007),(Male),,Woodcut,,Gift of Mr. and Mrs. Felix Juda,44.1967.12,Print,Drawings & Prints,1967-02-09,N,92983,,,,,,,,,,,
Rhododendron,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1922-23,Albumen silver print,"Approx. 6 1/2 × 8 1/2"" (16.5 × 21.6 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.747,Photograph,Photography,1968-03-06,Y,43585,http://www.moma.org/collection/works/43585,http://www.moma.org/media/W1siZiIsIjMxOTQ3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e0010a100ff225f4,,,,,,,,,
Headpiece (page 443) from THE WORKS,Edward Burne-Jones,879,"(British, 1833–1898)",(British),(1833),(1898),(Male),1893-1896,,"composition  4 15/16 x 6 1/2"" (12.6 x 16.5 cm)",The Louis E. Stern Collection,719.1964.68,Illustrated Book,Drawings & Prints,1964-10-06,N,22208,,,,,,12.6,,,16.5,,
The Shit and the Cunt,"Gilbert & George, Gilbert Proesch, George Passmore","7496, 25552, 2122","(British) (British, born Italy 1943) (British, born 1942)",(British) (British) (British),(0) (1943) (1942),(0) (0) (0),(Male) (Male) (Male),1970,Letterpress and relief halftone periodical,"overall (closed): 12 3/16 x 9 13/16 x 1 9/16"" (31 x 25 x 4 cm); overall (open): 12 3/16 x 20 11/16"" (31 x 52.5 cm)",D.S. and R.H. Gottesman Foundation Fund (by exchange),519.2015,Periodical,Drawings & Prints,2015-06-03,Y,192165,http://www.moma.org/collection/works/192165,http://www.moma.org/media/W1siZiIsIjMzNzI0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7afd71f2110bcca1,,,,,,,,,
"Secretary at West German Radio, Cologne",August Sander,5145,"(German, 1876–1964)",(German),(1876),(1964),(Male),1931,Gelatin silver print,"10 3/16 × 7 3/8"" (25.8 × 18.7 cm)",Acquired through the generosity of the family of August Sander,472.2015.251,Photograph,Photography,2015-05-28,Y,193883,http://www.moma.org/collection/works/193883,http://www.moma.org/media/W1siZiIsIjMyOTEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b436795a71d605de,,,,,,,,,
Screen Test: Ivy Nicholson,Andy Warhol,6246,"(American, 1928–1987)",(American),(1928),(1987),(Male),1964,"16mm film transferred to video (black and white, silent)","4 min. at 16 frames per second
","Original film elements preserved by The Museum of Modern Art, New York. Gift of The Andy Warhol Foundation for the Visual Arts, Inc.
",F2242,Film,Film,,N,141421,,,,,,,,,,,0.0
Imperium Namietnoxci,Andrzej Pagowski,4468,"(Polish, born 1953)",(Polish),(1953),(0),(Male),1979,Offset lithograph,"37 1/4 x 26 3/8"" (94.6 x 66 cm)",Acquired by exchange,430.1985,Design,Architecture & Design,1985-11-18,Y,6891,http://www.moma.org/collection/works/6891,http://www.moma.org/media/W1siZiIsIjY3NjYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f82ce169d1efb4fa,,,,94.6,,,66.0,,
Maya's Dream,Franz West,7557,"(Austrian, 1947–2012)",(Austrian),(1947),(2012),(Male),2006,Polyester,"8' 2 7/16"" x 8' 6 3/8"" x 70 7/8"" (250 x 260 x 180 cm)",Scott Burton Fund,12.2007,Sculpture,Painting & Sculpture,2007-02-12,Y,106714,http://www.moma.org/collection/works/106714,http://www.moma.org/media/W1siZiIsIjE3MDI0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4123f27912ca4568,,180.0,,250.0,,,260.0,,
"Americus, Georgia",William Eggleston,1690,"(American, born 1939)",(American),(1939),(0),(Male),1976,Chromogenic color print,"10 1/4 × 15"" (25.9 × 38 cm)","Partial gift of Shirley C. Burden, by exchange",217.1986.65,Photograph,Photography,1986-05-22,Y,48759,http://www.moma.org/collection/works/48759,http://www.moma.org/media/W1siZiIsIjM3NjE1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a2465924cda5942b,,,,25.9,,,38.0,,
Untitled,Patrick Caulfield,1039,"(British, 1936–2005)",(British),(1936),(2005),(Male),1973,"Screenprint, printed in color",,Mary Ellen Meehan Fund,542.1997.6,Illustrated Book,Drawings & Prints,1997-11-11,N,87869,,,,,,,,,,,
Poprad,Josef Koudelka,3229,"(Czech, born 1938)",(Czech),(1938),(0),(Male),1963,Gelatin silver print,"8 1/4 × 13"" (21.0 × 33.0 cm)",The Parkinson Fund,412.1971,Photograph,Photography,1971-05-04,Y,52899,http://www.moma.org/collection/works/52899,http://www.moma.org/media/W1siZiIsIjIxMzY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6bd539df65b56a39,,,,21.0,,,33.0,,
Evolution and the Fixivity of a Rodent Species,Mark Dion,27427,"(American, born 1961)",(American),(1961),(0),(Male),1990,"Colored pencil and pencil on paper in artist's frame
","10 3/4 x 18 3/4 x 5/8"" (27.3 x 47.6 x 1.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1566.2005.2,Drawing,Drawings & Prints,2005-05-10,Y,95816,http://www.moma.org/collection/works/95816,http://www.moma.org/media/W1siZiIsIjExMjg0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=33015a6d2471ee3d,,,,15.9,,,36.8,,
"Lansing College East of Dining Hall, Sussex, England",Unknown photographer,8595,,(),(0),(0),(),n.d.,Albumen silver print,"8 5/16 × 11 1/4"" (21.0 × 28.6 cm)",Gift of Mrs. John Swayze,1188.1979,Photograph,Photography,1979-12-13,N,57832,,,,,,21.0,,,28.6,,
Georgia O'Keeffe,Nathan Oliveira,4400,"(American, 1928–2010)",(American),(1928),(2010),(Male),1963,Lithograph,"composition: 20 1/8 x 20 1/16"" (51.1 x 50.9cm); sheet: 20 1/8 x 20 1/16"" (51.1 x 50.9cm)","Gift of Kleiner, Bell & Co.",1270.1967,Print,Drawings & Prints,1969-12-04,Y,76232,http://www.moma.org/collection/works/76232,http://www.moma.org/media/W1siZiIsIjIzNDYzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=00ed387a03e1d8de,,,,51.1,,,50.9,,
"Hermann Lange House, Krefeld, Germany, Plan",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1927-1930,Pencil on tracing paper,"26 1/4 x 37 3/4"" (66.7 x 95.9 cm)","Mies van der Rohe Archive, gift of the architect
",MR6.151,Mies van der Rohe Archive,Architecture & Design,,Y,119988,http://www.moma.org/collection/works/119988,http://www.moma.org/media/W1siZiIsIjE0MDQwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=046e751a18347b74,,,,66.6751333503,,,95.88519177040001,,
"Picasso (1 of 6), Cannes",Irving Penn,4548,"(American, 1917–2009)",(American),(1917),(2009),(Male),1957,Gelatin silver print,"23 1/4 × 23 1/8"" (59 × 58.8 cm)",Gift of the artist,532.1961,Photograph,Photography,1962-01-09,N,54781,,,,,,59.0,,,58.8,,
Victoria Regina from The Joy of Ornament,Robert Kushner,3317,"(American, born 1949)",(American),(1949),(0),(Male),1980,Etching and aquatint from a portfolio of 17 etching and aquatints (six with drypoint) and three drypoints (two with aquatint),"plate: 9 × 4 1/16"" (22.8 × 10.3 cm); sheet: 11 7/16 × 6"" (29 × 15.2 cm)",,146.1987.8,Print,Drawings & Prints,1987-05-14,Y,63181,http://www.moma.org/collection/works/63181,http://www.moma.org/media/W1siZiIsIjE4OTcyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1dcdc8d6039329a4,,,,22.8,,,10.3,,
Remains of the Hypostyle Hall,Captain William de Wiveleslie Abney,1453,"(British, 1843–1920)",(British),(1843),(1920),(Male),1876,woodburytype,"6 5/16 × 8 1/4"" (16 × 20.9 cm)",David H. McAlpin Fund,10.1970.12,Photograph,Photography,1970-01-07,N,140572,,,,,,31.1150622301,,,25.717551435100003,,
Tristan Bernard,Henri de Toulouse-Lautrec,5910,"(French, 1864–1901)",(French),(1864),(1901),(Male),"1898, published 1920",Drypoint,"plate: 6 11/16 x 4 1/16"" (17 x 10.3 cm); sheet: 12 11/16 x 9 1/2"" (32.2 x 24.2 cm)",Curt Valentin Bequest,133.1956,Print,Drawings & Prints,1956-03-16,Y,62489,http://www.moma.org/collection/works/62489,http://www.moma.org/media/W1siZiIsIjE3NzU0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d55139cfda5229e,,,,17.0,,,10.3,,
"Abandoned Trailer, Mississippi River, near Dow Chemical Plant, Plaquemine, Louisiana",Richard Misrach,4022,"(American, born 1949)",(American),(1949),(0),(Male),1998,"Pigmented inkjet print, printed 2014","18 3/16 × 23 3/16"" (46.2 × 58.9 cm)",Committee on Photography Fund,952.2014,Photograph,Photography,2014-10-09,Y,185926,http://www.moma.org/collection/works/185926,http://www.moma.org/media/W1siZiIsIjMxMTgzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88eb2d13fb6ffe3c,,,,,,,,,
In-text plate (page 50) from LETTRES,Henri Matisse,3832,"(French, 1869–1954)",(French),(1869),(1954),(Male),1945-1946,,"irreg. composition  3 13/16 x 7 1/2"" (9.7 x 19 cm)",The Louis E. Stern Collection,936.1964.36,Illustrated Book,Drawings & Prints,1964-10-06,N,28837,,,,,,9.7,,,19.0,,
Esther,Charles Conder,1209,"(British, 1868–1909)",(British),(1868),(1909),(Male),,Lithograph,"composition: 15 1/16 x 10 1/8"" (38.2 x 25.7cm); sheet: 17 3/16 x 11 1/8"" (43.6 x 28.2cm)",Gift of Mrs. Donald B. Straus Fund,54.1956,Print,Drawings & Prints,1956-03-19,N,61002,,,,,,38.2,,,25.7,,
"Imperial Exposition of the German Textile and Garment Industry, Berlin, Germany (Plan, elevation, and sections. Two textile racks, with platform.)",Lilly Reich,8059,"(German, 1885–1947)",(German),(1885),(1947),(Female),1937,Pencil on tracing paper,"14 3/4 x 33 5/8"" (37.5 x 85.4 cm)","Lilly Reich Collection, Mies van der Rohe Archive",R16.5,Mies van der Rohe Archive,Architecture & Design,,N,148279,,,,,,37.4650749301,,,85.4076708153,,
Floor Plan Sketches,Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1926-46,Pencil on paper,"8 1/4 x 11 11/16"" (21 x 29.7 cm)","Mies van der Rohe Archive, gift of the architect",847.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,N,106575,,,,,,20.955,,,29.6863,,
"German People - German Work Exhibit, Berlin, Germany, Sheet-glass section. Elevation and plan. (print of R1.45)",Lilly Reich,8059,"(German, 1885–1947)",(German),(1885),(1947),(Female),1934,Pencil on print,"19 7/8 x 39"" (50.5 x 99.1 cm)","Lilly Reich Collection, Mies van der Rohe Archive",R1.72,Mies van der Rohe Archive,Architecture & Design,,N,139770,,,,,,50.48260096520001,,,99.0601981204,,
Return the World,Adrián Villar Rojas,42576,"(Argentine, born 1980)",(Argentine),(1980),(0),(Male),2012,"Sketchbook with ink, pencil, colored ink, cut-and-pasted printed paper, gouache, colored pencil, highlighter, and various other media on fourteen sheets of paper","page (each): 9 7/16 × 12 5/8"" (24 × 32 cm); notebook: 9 1/2 × 12 7/8 × 1/2"" (24.1 × 32.7 × 1.3 cm)",Fund for the Twenty-First Century,654.2013.1,Drawing,Drawings & Prints,2013-05-23,Y,399579,http://www.moma.org/collection/works/399579,http://www.moma.org/media/W1siZiIsIjQ2ODUxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c33ef0dc055a362d,,,,24.0,,,32.0,,
Tailleur de Coeur,Rebecca Horn,7502,"(German, born 1944)",(German),(1944),(0),(Female),1998,"Portfolio of twelve etching and aquatints with chine collé; and sixteen letterpress prints with artist's text

","plate (each): 7 1/4 × 6 1/4"" (18.4 × 15.9 cm); sheet (each): 18 15/16 × 15 13/16"" (48.1 × 40.1 cm)","Acquired through the generosity of John Baldessari, Catie and Donald Marron, and Mary M. and Sash A. Spencer",1665.2015.1-28,Print,Drawings & Prints,2015-10-27,Y,195989,http://www.moma.org/collection/works/195989,http://www.moma.org/media/W1siZiIsIjM0Mzc1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8cbc812ccec42584,,,,18.4,,,15.9,,
Occupy Sisterhood from Occuprint Portfolio,Favianna Rodriguez,41470,"(American, born 1978)",(American),(1978),(0),(),2012,One from a portfolio of thirty-one screenprints,"composition: 16 3/4 x 11"" (42.5 x 27.9 cm); sheet: 17 15/16 x 11 15/16"" (45.6 x 30.4 cm)",Acquired through the generosity of Timothy Peterson and Richard Gerrig,87.2013.1,Print,Drawings & Prints,2013-02-07,Y,168829,http://www.moma.org/collection/works/168829,http://www.moma.org/media/W1siZiIsIjI2NjMwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5ca4eae8dff4fbec,,,,42.5,,,27.9,,
Untitled (Black Arm),Susan Rothenberg,5044,"(American, 1945–2020)",(American),(1945),(2020),(Female),1999,Sugar-lift aquatint on chine collé,"composition: 12 13/16 x 16 11/16"" (32.6 x 42.4 cm); sheet: 19 5/16 x 23 9/16"" (49 x 59.9 cm)",Gift of Emily Fisher Landau,449.1999,Print,Drawings & Prints,1999-11-18,Y,69322,http://www.moma.org/collection/works/69322,http://www.moma.org/media/W1siZiIsIjIyMDA5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06eb42a22dda2088,,,,32.6,,,42.4,,
Untitled,Lee Bontecou,670,"(American, born 1931)",(American),(1931),(0),(Female),1982,Gouache on colored paper,"12 1/2 x 16 1/8"" (31.8 x 41 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1338.2005,Drawing,Drawings & Prints,2005-05-10,Y,95578,http://www.moma.org/collection/works/95578,http://www.moma.org/media/W1siZiIsIjExNTc5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aeb3862e3fc45dd1,,,,31.7501,,,40.9576,,
Untitled,Francis Alÿs,8383,"(Belgian, born 1959)",(Belgian),(1959),(0),(Male),2002,"Graphite, paint on Vellum, and sicker with ink","Sheet: 4 x 4 3/8"" (10.2 x 11.1 cm)","Gift of The Speyer Family Foundation, Kathy and Richard S. Fuld, Jr., Marie-Josée and Henry R. Kravis, Patricia Phelps de Cisneros, Anna Marie and Robert F. Shapiro, The Julia Stoschek Foundation, Düsseldorf, and Committee on Media Funds",208.2007.6,Drawing,Media and Performance,2007-04-11,Y,128935,http://www.moma.org/collection/works/128935,http://www.moma.org/media/W1siZiIsIjE4NDA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99f4b60ded81037f,,,,10.16002032,,,11.112522225,,
Knife Sharpener,"Marco Zanuso, Richard Sapper","6544, 5162","(Italian, 1916–2001) (German, 1932–2015)",(Italian) (German),(1916) (1932),(2001) (2015),(Male) (Male),1963,ABS plastic,"4 7/8 x 3 5/8"" (12.4 x 9.2 cm)",Gift of the manufacturer,426.1972,Design,Architecture & Design,1972-12-05,Y,3556,http://www.moma.org/collection/works/3556,http://www.moma.org/media/W1siZiIsIjIxMTMyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6e9a77c65e67e611,,,9.2075,12.3825,,,,,
"Tugendhat House, Brno, Czech Republic (Elevation)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1928–1930,Pencil on tracing paper,"16 x 25 3/4"" (40.7 x 65.4 cm)","Mies van der Rohe Archive, gift of the architect
",MR2.335,Mies van der Rohe Archive,Architecture & Design,,Y,87542,http://www.moma.org/collection/works/87542,http://www.moma.org/media/W1siZiIsIjIwMzk1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ec25c52179a7400,,,,40.7,,,65.4,,
Versailles -- Winter by François Girardon,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1922,Albumen silver print,"8 5/8 × 7 1/4"" (21.9 × 18.4 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.70,Photograph,Photography,1968-03-06,Y,43533,http://www.moma.org/collection/works/43533,http://www.moma.org/media/W1siZiIsIjE2OTA2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8c47aba5aa1ecf5f,,,,21.907543815100002,,,18.4150368301,,
"Shillingford Bridge, Oxford - See Britain First On Shell",Dacres Adams,63,"(British, 1864–1951)",(British),(1864),(1951),(Male),c. 1935,Lithograph,"30 x 45"" (76.2 x 114.3cm)",Gift of Shell - Mex B P,438.1937,Design,Architecture & Design,1937-11-22,Y,6941,http://www.moma.org/collection/works/6941,,,,,76.2,,,114.3,,
"THE BEGINNING OF THE HARVEST (plate; volume I, page 57) from LES GÉORGIQUES (GEORGICA)",André Dunoyer de Segonzac,5318,"(French, 1884–1974)",(French),(1884),(1974),(Male),1933-1947,"Etching, printed in black","plate  11 1/2 x 9 5/8"" (29.3 x 24.4 cm)",The Louis E. Stern Collection,1055.1964.A18,Illustrated Book,Drawings & Prints,1964-10-06,N,30893,,,,,,29.3,,,24.4,,
Spring Chicken: A Small Crime of Passion Book (In the Flesh) from Artifacts at the End of a Decade,Stephanie Brody Lederman,6822,"(American, born 1939)",(American),(1939),(0),(Female),1981,,,Gift of Joseph Daniel Cahill Masheck,481.1986.21a-b,Print,Drawings & Prints,1987-01-15,N,69862,,,,,,,,,,,
Pocahontas. Costume design for the ballet Pocahontas,Karl Free,1982,"(American, 1903–1947)",(American),(1903),(1947),(Male),c. 1936,"Tempera, ink, and pencil on board","15 x 8"" (38.1 x 20.3 cm)",Gift of the artist,508.1941.8,Drawing,Drawings & Prints,1941-01-01,Y,85962,http://www.moma.org/collection/works/85962,http://www.moma.org/media/W1siZiIsIjQ0MTM5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d3ae46c699979602,,,,38.1001,,,20.32,,
Untitled (Bamako),Seydou Keïta,8568,"(Malian, 1923–2001)",(Malian),(1923),(2001),(Male),1956-57,"Gelatin silver print, printed 1997","20 3/4 × 15 13/16"" (52.7 × 40.2 cm)",The Family of Man Fund,313.1997,Photograph,Photography,1997-06-12,Y,50544,http://www.moma.org/collection/works/50544,http://www.moma.org/media/W1siZiIsIjYyODA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=772861fdf053aeaa,,,,52.7,,,40.2,,
